vin,back_legroom_mm,body_type,city,city_fuel_economy,daysonmarket,dealer_zip,engine_displacement,engine_type,exterior_color,franchise_dealer,front_legroom_mm,fuel_type,height_mm,highway_fuel_economy,horsepower,interior_color,is_new,latitude,listed_date,listing_color,longitude,make_name,maximum_seating,mileage,model_name,power,savings_amount,seller_rating,torque,transmission,transmission_display,wheel_system,wheelbase_mm,width_mm,year,price
5.0,904.24,Sedan,Cocoa,26.0,62,32926,2400.0,4.0,Lakeside Blue,True,1155.7,Gasoline,1475.74,35.0,185.0,Gray,False,,1006.5,BLUE,-80.7636,Hyundai,5.0,17414.0,Sonata,185.0,174.0,3.25,2089.0,A,6-Speed Automatic,FWD,2804.16,1864.3600000000001,2019,16999.0
4.0,1003.3,SUV / Crossover,Clearwater,26.0,29,33761,2500.0,4.0,Ice Silver,True,1087.12,Gasoline,1678.9399999999998,33.0,182.0,Gray,True,28.0217,1006.0,SILVER,-82.7378,Subaru,5.0,0.0,Outback,182.0,0.0,3.875,2288.0,CVT,Continuously Variable Transmission,AWD,2745.74,2082.7999999999997,2020,33843.0
1.0,990.5999999999999,SUV / Crossover,Palatine,14.0,456,60074,6200.0,8.0,Satin Steel Metallic,True,1150.62,Gasoline,1889.76,21.0,420.0,Jet Black,False,42.1528,1006.5,UNKNOWN,-88.0396,Cadillac,8.0,12225.0,Escalade,420.0,5944.0,3.235294117647059,2280.0,A,Automatic,4WD,2946.3999999999996,2044.6999999999998,2018,57000.0
4.0,927.0999999999999,Sedan,Liberty,28.0,5,12754,2000.0,4.0,Crystal White Pearl,True,1094.74,Gasoline,1455.4199999999998,38.0,152.0,Black,False,41.7956,1005.5,WHITE,-74.7373,Subaru,5.0,34286.0,Impreza,152.0,286.0,4.285714285714286,2172.5,CVT,Continuously Variable Transmission,AWD,2669.5399999999995,2016.76,2019,16995.0
1.0,1107.44,Pickup Truck,Scottsdale,16.0,20,85260,3500.0,6.0,Agate Black Metallic,True,1115.06,Gasoline,1960.8799999999999,22.0,375.0,Black,True,,1006.0,BLACK,-111.896,Ford,5.0,125.0,F-150,375.0,0.0,4.285714285714286,1985.0,A,Automatic,4WD,3683.0,2458.72,2020,64275.0
8.0,970.28,SUV / Crossover,Santa Rosa,23.0,191,95407,2000.0,4.0,Winter White,True,1054.1,Gasoline,1651.0,28.0,161.0,Brown (Beige),True,38.4105,1008.5,WHITE,-122.716,Hyundai,5.0,12.0,Tucson,161.0,0.0,2.0,2425.0,A,6-Speed Automatic,FWD,2669.5399999999995,1849.12,2020,26800.0
1.0,894.08,Pickup Truck,Huntsville,16.0,53,35816,6200.0,8.0,Cajun Red Tintcoat,True,1130.3,Gasoline,1920.2399999999998,22.0,420.0,Jet Black,True,34.7384,1006.5,RED,-86.6572,Chevrolet,6.0,7.0,Silverado 1500,355.0,0.0,3.8,2241.5,A,Automatic,4WD,3746.5,2062.48,2020,53453.0
2.0,965.1999999999999,SUV / Crossover,Greenwood Village,19.0,0,80111,3500.0,6.0,Silver,True,1120.1399999999999,Gasoline,1719.58,26.0,295.0,Silver (Ea02/Parchment),True,39.6228,1005.5,SILVER,-104.904,Lexus,5.0,2.0,RX,295.0,0.0,4.518518518518518,2483.5,A,8-Speed Automatic,AWD,2788.9199999999996,1894.8399999999997,2020,50935.0
3.0,787.4,Sedan,Morrow,32.0,33,30260,1600.0,4.0,Electric Blue Metallic,True,1130.3,Gasoline,1455.4199999999998,40.0,122.0,Black (Charcoal),True,33.5668,1006.0,BLUE,-84.3437,Nissan,5.0,18.0,Versa,122.0,0.0,2.0,2057.0,CVT,Continuously Variable Transmission,FWD,2618.74,1739.8999999999999,2020,17199.0
1.0,1003.3,SUV / Crossover,Littleton,19.0,8,80121,3600.0,6.0,White,False,1046.48,Gasoline,1676.3999999999999,27.0,310.0,Brown (Tan),False,39.6111,1005.5,WHITE,-104.987,Cadillac,5.0,38322.0,XT5,310.0,,4.8,2585.5,A,Automatic,FWD,2857.5,1905.0,2017,26998.0
8.0,878.84,SUV / Crossover,Staunton,25.0,317,24401,2000.0,4.0,Chalk White,True,1054.1,Gasoline,1549.3999999999999,30.0,147.0,Black w/Cloth Seat Trim,True,38.1153,1004.5,WHITE,-79.0713,Hyundai,5.0,3397.0,Kona,147.0,0.0,3.5,2316.0,A,6-Speed Automatic,AWD,2600.96,1800.8600000000001,2019,22890.0
8.0,891.54,Sedan,Spokane,17.0,78,99212,3000.0,6.0,Tan,False,1066.8,Gasoline,1430.0199999999998,24.0,425.0,Red,False,47.6569,1007.0,BROWN,-117.3,BMW,5.0,16714.0,M3,425.0,3264.0,4.538461538461538,1128.0,A,Automatic,RWD,2811.7799999999997,2037.08,2017,50998.0
3.0,1102.36,Pickup Truck,Baton Rouge,20.0,40,70819,2700.0,4.0,SHADOW GRAY METALLIC,True,1130.3,Gasoline,1917.6999999999998,23.0,310.0,JET BLACK,False,30.4655,1006.0,GRAY,-91.0199,Chevrolet,6.0,1744.0,Silverado 1500,355.0,1223.0,4.315789473684211,2241.5,A,Automatic,4X2,3743.96,2062.48,2020,36900.0
3.0,949.9599999999999,Sedan,Glendale Heights,29.0,24,60139,2000.0,4.0,Brilliant Silver Metallic,True,1117.6,Gasoline,1445.26,39.0,149.0,Silver (Charcoal w/Cloth Seat Trim),True,41.9034,1006.0,SILVER,-88.0686,Nissan,5.0,0.0,Sentra,149.0,0.0,3.75,2273.0,CVT,Continuously Variable Transmission,FWD,2712.72,1816.1,2020,19114.0
1.0,901.6999999999999,SUV / Crossover,Jennings,16.0,195,70546,3700.0,6.0,Stone White Clearcoat,True,1059.18,Gasoline,1750.06,21.0,210.0,Dark Slate Gray,False,30.2278,1009.0,WHITE,-92.6584,Jeep,5.0,158153.0,Grand Cherokee,210.0,465.0,5.0,2117.5,A,5-Speed Automatic,4X2,2781.2999999999997,2171.7,2010,8452.0
1.0,850.9,Pickup Truck,La Plata,17.0,12,20646,3500.0,6.0,,True,1115.06,Gasoline,1955.8,23.0,375.0,,False,38.5241,1006.0,UNKNOWN,-76.9823,Ford,6.0,23196.0,F-150,375.0,1250.0,,1985.0,A,Automatic,4WD,4157.98,2458.72,2018,35700.0
5.0,1038.86,Minivan,East Tuscaloosa,19.0,28,35405,3500.0,6.0,Platinum White Pearl,True,1038.86,Gasoline,1767.8399999999997,28.0,280.0,,True,33.1694,1006.0,GRAY,-87.5037,Honda,8.0,0.0,Odyssey,280.0,0.0,4.0,2481.0,A,Automatic,FWD,2999.74,2344.4199999999996,2021,42400.0
1.0,1107.44,Pickup Truck,Saint Cloud,18.0,7,56301,3500.0,6.0,Lightning Blue,True,1115.06,Gasoline,1953.26,23.0,375.0,,False,45.5499,1005.5,BLUE,-94.1891,Ford,6.0,31952.0,F-150,375.0,2033.0,4.611111111111111,1485.0,A,6-Speed Automatic,4WD,3683.0,2458.72,2017,36999.0
2.0,965.1999999999999,SUV / Crossover,Glen Cove,19.0,168,11542,3500.0,6.0,Tan,True,1120.1399999999999,Gasoline,1719.58,26.0,295.0,Brown (Ea02/Parchment),True,40.857,1008.5,BROWN,-73.6198,Lexus,5.0,11.0,RX,295.0,0.0,4.0,2483.5,A,8-Speed Automatic,AWD,2788.9199999999996,1894.8399999999997,2020,54950.0
3.0,970.28,SUV / Crossover,Albuquerque,23.0,7,87114,2400.0,4.0,Clear White,True,1054.1,Gasoline,1635.76,30.0,181.0,Black w/Cloth Seat Trim or Upgraded Cloth Seat Tri,True,35.1905,1005.5,WHITE,-106.664,Kia,5.0,0.0,Sportage,181.0,0.0,4.6,2087.5,A,6-Speed Automatic,FWD,2669.5399999999995,1854.1999999999998,2021,25265.0
3.0,1000.7599999999999,SUV / Crossover,Houston,22.0,16,77074,2500.0,4.0,Titanium Flash Mica,True,1041.3999999999999,Gasoline,1752.6,28.0,250.0,Sand,False,29.6798,1006.0,UNKNOWN,-95.5383,Mazda,7.0,30157.0,CX-9,250.0,892.0,4.48,1155.0,A,Automatic,FWD,2928.62,1968.5,2019,25888.0
1.0,1107.44,Pickup Truck,Preston,16.0,29,83263,3500.0,6.0,Agate Black,True,1115.06,Gasoline,1960.8799999999999,22.0,375.0,Black,True,42.1101,1006.0,BLACK,-111.877,Ford,6.0,0.0,F-150,395.0,0.0,4.0,2450.0,A,Automatic,4WD,3683.0,2458.72,2020,60509.0
9.0,939.8,SUV / Crossover,Omaha,23.0,14,68154,2000.0,4.0,Alpine White,True,1026.1599999999999,Gasoline,1597.6599999999999,31.0,228.0,Black,False,41.262,1006.0,WHITE,-96.1451,BMW,5.0,4707.0,X1,228.0,2698.0,4.619047619047619,854.0,A,8-Speed Automatic,AWD,2669.5399999999995,2059.9399999999996,2020,39000.0
5.0,1076.9599999999998,SUV / Crossover,Cape Coral,19.0,48,33909,3800.0,6.0,Gravity Gray,True,1051.56,Gasoline,1760.2199999999998,24.0,291.0,Black,True,26.655,1006.5,GRAY,-81.9681,Kia,7.0,0.0,Telluride,291.0,0.0,2.8461538461538463,2731.0,A,Automatic,AWD,2900.68,1988.8199999999997,2021,47560.0
1.0,972.8199999999998,SUV / Crossover,Douglas,18.0,593,31535,3600.0,6.0,Baja Yellow Clearcoat,True,1046.48,Gasoline,1869.4399999999998,23.0,285.0,Black,True,31.4861,1009.0,YELLOW,-82.8504,Jeep,5.0,15.0,Wrangler Unlimited,270.0,0.0,1.0,1647.5,A,8-Speed Automatic,4WD,3007.36,1874.5199999999998,2019,37497.0
4.0,972.8199999999998,Sedan,Midlothian,21.0,20,23112,2400.0,4.0,Classic Silver Metallic,True,1059.18,Gasoline,1465.58,31.0,158.0,Dark charcoal,False,37.4255,1006.0,SILVER,-77.6236,Toyota,5.0,116884.0,Camry,158.0,325.0,4.052631578947368,2080.5,A,Automatic,FWD,2776.22,1821.18,2009,7938.0
5.0,982.98,SUV / Crossover,Bradenton,20.0,55,34207,3500.0,6.0,Gun Metallic,True,1028.7,Gasoline,1722.12,28.0,260.0,Gray (Graphite w/Cloth Seat Trim),True,27.4623,1006.5,GRAY,-82.5777,Nissan,5.0,2.0,Murano,260.0,0.0,3.789473684210526,2320.0,CVT,Continuously Variable Transmission,FWD,2824.48,1915.16,2020,30208.0
3.0,828.04,Pickup Truck,Chicago,18.0,4,60601,3500.0,6.0,Magnetic Gray Metallic,False,1089.6599999999999,Gasoline,1793.2399999999998,22.0,278.0,,False,41.886,1005.5,GRAY,-87.631,Toyota,5.0,10790.0,Tacoma,278.0,1378.0,2.857142857142857,2432.5,A,Automatic,4WD,3235.96,1910.08,2020,44197.0
5.0,1059.18,SUV / Crossover,Matthews,20.0,318,28105,3500.0,6.0,Hermosa Blue,True,1071.88,Gasoline,1742.4399999999998,27.0,295.0,Blue (Java),True,35.1419,1004.5,BLUE,-80.7196,INFINITI,7.0,6.0,QX60,295.0,0.0,4.325,2535.0,A,Automatic,FWD,2900.68,1960.8799999999999,2020,50284.0
1.0,1003.3,SUV / Crossover,Cape May Court House,24.0,4,8210,2000.0,4.0,Shadow Metallic,True,1026.1599999999999,Gasoline,1628.1399999999999,30.0,237.0,Jet Black With Cinnamon Accents,True,39.0809,1005.5,UNKNOWN,-74.8155,Cadillac,5.0,5.0,XT4,237.0,0.0,4.571428571428571,879.0,A,Automatic,FWD,2778.7599999999998,2120.9,2020,47225.0
1.0,1026.1599999999999,Sedan,Dublin,30.0,22,43017,1500.0,4.0,Lunar Silver Metallic,True,1074.4199999999998,Gasoline,1450.34,38.0,192.0,Gray,True,40.1006,1006.0,SILVER,-83.0914,Honda,5.0,5.0,Accord,192.0,0.0,4.08955223880597,846.0,CVT,Continuously Variable Transmission,FWD,2829.56,1861.82,2020,29025.0
2.0,949.9599999999999,Sedan,Brentwood,30.0,1,37027,2000.0,4.0,White,True,1074.4199999999998,Gasoline,1414.78,38.0,158.0,Brown (Tan),False,36.1039,1005.5,WHITE,-86.7604,Honda,5.0,,Civic,158.0,0.0,4.15,2169.0,CVT,Continuously Variable Transmission,FWD,2700.02,1798.32,2020,20599.0
2.0,927.0999999999999,Minivan,Rio Linda,17.0,42,95673,3600.0,6.0,Dark Charcoal Pearl,False,1033.78,Flex Fuel Vehicle,1724.66,25.0,283.0,Black/Light Graystone Interior,False,38.6899,1006.5,UNKNOWN,-121.409,Chrysler,7.0,91305.0,Town & Country,283.0,624.0,4.35,2330.0,A,Automatic,FWD,3078.48,2247.9,2012,8999.0
2.0,,Sedan,Wahoo,19.0,71,68066,3400.0,6.0,Superior Blue Metallic,True,,Gasoline,,29.0,180.0,Medium Gray,False,41.191,1006.5,BLUE,-96.6786,Chevrolet,,210536.0,Impala,180.0,0.0,3.7142857142857135,2102.5,A,Automatic,FWD,,,2005,2995.0
5.0,1038.86,Minivan,Lehi,19.0,98,84043,3500.0,6.0,Gray,False,1038.86,Gasoline,1737.3600000000001,28.0,248.0,Gray,False,40.4001,1007.0,GRAY,-111.852,Honda,8.0,54634.0,Odyssey,248.0,1640.0,4.4375,2525.0,A,6-Speed Automatic,FWD,2999.74,2324.1,2016,17995.0
2.0,927.0999999999999,Minivan,York,12.0,280,68467,3600.0,6.0,White Knuckle Clearcoat,True,1033.78,Flex Fuel Vehicle,1752.6,18.0,283.0,,False,40.8301,1003.5,WHITE,-97.5977,Dodge,7.0,44236.0,Grand Caravan,283.0,916.0,5.0,2330.0,A,6-Speed Automatic,FWD,3078.48,2247.9,2019,18600.0
2.0,840.74,Coupe,Columbus,19.0,1,43229,3600.0,6.0,Hellraisin,True,1066.8,Gasoline,1465.58,30.0,303.0,Black,True,40.0608,1005.5,UNKNOWN,-82.9686,Dodge,5.0,0.0,Challenger,303.0,0.0,4.2727272727272725,2534.0,A,Automatic,RWD,2946.3999999999996,2169.16,2020,28796.0
1.0,967.74,Sedan,Lewiston,29.0,78,83501,1500.0,4.0,SHADOW GRAY METALLIC,True,1054.1,Gasoline,1470.6599999999999,36.0,160.0,JET BLACK,False,46.4236,1007.0,GRAY,-116.998,Chevrolet,5.0,32910.0,Malibu,160.0,319.0,5.0,1342.0,A,Automatic,FWD,2829.56,1854.1999999999998,2019,17999.0
3.0,843.28,SUV / Crossover,Houston,31.0,44,77065,1600.0,4.0,Fresh Powder,True,1109.98,Gasoline,1584.9599999999998,36.0,122.0,Black (charcoal),False,29.9127,1006.5,UNKNOWN,-95.613,Nissan,5.0,8174.0,Kicks,122.0,58.0,3.875,2057.0,CVT,Continuously Variable Transmission,FWD,2618.74,1760.2199999999998,2019,17335.0
5.0,962.6599999999999,SUV / Crossover,Fayetteville,25.0,19,28304,2500.0,4.0,Caspian Blue,True,1092.2,Gasoline,1739.8999999999999,32.0,170.0,,False,35.0432,1006.0,BLUE,-78.9568,Nissan,5.0,58807.0,Rogue,170.0,515.0,4.333333333333333,2287.5,A,Automatic,AWD,2705.1,1838.96,2018,18995.0
1.0,1051.56,Sedan,Paola,17.0,43,66071,3900.0,6.0,Crystl Red,True,1079.5,Flex Fuel Vehicle,1473.1999999999998,26.0,227.0,Titanium,False,38.5413,1006.5,RED,-94.8915,Buick,6.0,87927.0,Lucerne,219.0,32.0,5.0,1717.0,A,4-Speed Automatic,FWD,2936.24,1874.5199999999998,2010,8900.0
2.0,924.56,SUV / Crossover,Golden,16.0,605,80401,3300.0,6.0,Beige,False,1079.5,Gasoline,1678.9399999999998,22.0,230.0,Off white,False,39.7361,1009.0,BROWN,-105.187,Lexus,5.0,143408.0,RX 330,230.0,1168.0,4.176470588235294,1921.0,A,5-Speed Automatic,AWD,2715.26,1844.0399999999997,2005,7999.0
6.0,932.1800000000001,SUV / Crossover,Center Line,23.0,119,48015,2000.0,4.0,Diamond White,True,1089.6599999999999,Gasoline,1653.5399999999997,29.0,166.0,,True,42.4874,1007.5,WHITE,-83.0276,Ford,5.0,4.0,EcoSport,166.0,0.0,4.315789473684211,2299.5,A,Automatic,AWD,2519.68,2057.4,2020,27540.0
5.0,1038.86,SUV / Crossover,Silsbee,22.0,100,77656,2400.0,4.0,Shimmering Silver Pearl,True,1120.1399999999999,Gasoline,1678.9399999999998,29.0,185.0,Espresso/Gray,True,30.3933,1007.0,SILVER,-94.1817,Hyundai,5.0,3.0,Santa Fe,185.0,0.0,4.833333333333333,2089.0,A,8-Speed Automatic,FWD,2766.06,1889.76,2020,26219.0
1.0,1066.8,SUV / Crossover,Pensacola,15.0,4,32505,6200.0,8.0,Graywood Metallic,True,1130.3,Gasoline,1925.3199999999997,20.0,420.0,Jet Black/Mocha,True,30.4775,1005.5,UNKNOWN,-87.2507,Chevrolet,8.0,0.0,Tahoe,277.0,0.0,4.285714285714286,980.0,A,Automatic,4X2,3070.86,2057.4,2021,75500.0
1.0,1148.08,Pickup Truck,Crawfordsville,15.0,32,47933,5700.0,8.0,Bright White Clearcoat,True,1038.86,Gasoline,1971.0399999999997,21.0,395.0,Black,True,40.0145,1006.0,WHITE,-86.9049,RAM,6.0,12.0,1500,395.0,0.0,5.0,2180.0,A,8-Speed Automatic,4WD,3672.8399999999997,2085.3399999999997,2020,40561.0
1.0,904.24,SUV / Crossover,Hazel Crest,21.0,102,60429,2500.0,4.0,Black,False,1056.6399999999999,Gasoline,1724.66,28.0,171.0,Black,False,41.5863,1007.5,BLACK,-87.6945,Ford,5.0,105510.0,Escape,240.0,1815.0,4.0625,2261.5,A,6-Speed Automatic,FWD,2618.74,2065.02,2012,6495.0
2.0,1018.54,Sedan,Goldsboro,19.0,260,27534,3600.0,6.0,Torred Clearcoat,True,1061.7199999999998,Gasoline,1468.12,30.0,292.0,Black,True,35.3673,1003.5,UNKNOWN,-77.9333,Dodge,5.0,20.0,Charger,292.0,0.0,4.333333333333333,2530.0,A,Automatic,RWD,3048.0,2100.58,2020,27515.0
2.0,1021.08,SUV / Crossover,Grapevine,14.0,20,76051,5000.0,8.0,Santorini Black,True,1079.5,Gasoline,1833.8799999999999,19.0,510.0,Cirrus/Ebony/Cirrus/Cirrus,False,32.9211,1006.0,BLACK,-97.0639,Land Rover,5.0,35628.0,Range Rover,510.0,3865.0,4.453333333333333,1480.5,A,8-Speed Automatic,AWD,2921.0,2219.96,2017,66500.0
5.0,904.24,Sedan,West Palm Beach,25.0,44,33409,2400.0,4.0,Lakeside Blue,True,1155.7,Gasoline,1475.74,35.0,185.0,Gray,False,26.7067,1006.5,BLUE,-80.0953,Hyundai,5.0,27710.0,Sonata,185.0,1426.0,2.923076923076923,2089.0,A,6-Speed Automatic,FWD,2804.16,1864.3600000000001,2018,18000.0
5.0,883.9199999999998,Sedan,Friendswood,27.0,224,77546,2500.0,4.0,Hampton Gray,True,1170.94,Gasoline,1445.26,37.0,191.0,Dark Gray,True,29.5564,1009.0,GRAY,-95.1576,Hyundai,5.0,3308.0,Sonata,191.0,0.0,3.253731343283582,2090.5,A,8-Speed Automatic,FWD,2839.72,1859.28,2020,23435.0
1.0,1026.1599999999999,Sedan,Tampa,29.0,15,33612,1500.0,4.0,Crystal Black Pearl,True,1074.4199999999998,Gasoline,1450.34,35.0,192.0,Black,True,28.0484,1006.0,BLACK,-82.4596,Honda,5.0,4.0,Accord,192.0,0.0,3.689655172413793,846.0,CVT,Continuously Variable Transmission,FWD,2829.56,1861.82,2020,24684.0
3.0,927.0999999999999,SUV / Crossover,Frisco,22.0,57,75034,2000.0,4.0,Pyrite Silver Metallic,True,1021.08,Gasoline,1684.0199999999998,29.0,184.0,Titan Black,False,33.1272,1006.5,SILVER,-96.8556,Volkswagen,7.0,6539.0,Tiguan,184.0,740.0,4.75,910.5,A,Automatic,FWD,2788.9199999999996,1838.96,2019,24541.0
1.0,947.4199999999998,SUV / Crossover,Saint Marys,23.0,26,45885,2000.0,4.0,Shadow Black,True,1094.74,Gasoline,1684.0199999999998,30.0,245.0,Charcoal Black,False,40.55,1006.0,BLACK,-84.3963,Ford,5.0,27354.0,Escape,245.0,1538.0,4.387096774193548,1637.5,A,6-Speed Automatic,FWD,2689.86,2077.72,2017,17467.0
8.0,916.9399999999999,SUV / Crossover,Crete,17.0,29,68333,3500.0,6.0,Glacier Pearl,True,1102.36,Gasoline,1689.1,23.0,245.0,Cafe Latte,False,40.6313,1006.0,UNKNOWN,-96.9525,Nissan,5.0,166812.0,Murano,245.0,481.0,4.545454545454546,2323.0,CVT,Continuously Variable Transmission,AWD,2824.48,1879.6,2006,5715.0
3.0,792.4799999999999,Hatchback,Stafford,27.0,7,77477,1600.0,4.0,Gray,False,1107.44,Gasoline,1475.74,35.0,120.0,Black,False,29.6463,1005.5,GRAY,-95.573,Ford,5.0,34405.0,Fiesta,120.0,411.0,4.260869565217392,2556.0,M,Manual,FWD,2489.2,1976.12,2019,11730.0
1.0,1102.36,Pickup Truck,Titusville,17.0,62,32780,5300.0,8.0,Summit White,True,1130.3,Gasoline,1917.6999999999998,23.0,355.0,Gideon/Very Dark Atmosphere,False,28.5996,1006.5,WHITE,-80.8076,Chevrolet,6.0,13480.0,Silverado 1500,355.0,1090.0,4.75,2241.5,A,8-Speed Automatic,4X2,3743.96,2062.48,2020,39873.0
1.0,1107.44,Pickup Truck,Marble Hill,16.0,198,63764,3500.0,6.0,Oxford White,True,1115.06,Gasoline,1960.8799999999999,22.0,375.0,Black,True,37.2995,1009.0,WHITE,-89.9784,Ford,6.0,11.0,F-150,395.0,0.0,4.666666666666667,2450.0,A,Automatic,4WD,3683.0,2458.72,2020,46687.0
1.0,1008.38,SUV / Crossover,Greensboro,14.0,98,27407,6200.0,8.0,Onyx Black,True,1150.62,Gasoline,1889.76,21.0,420.0,,True,36.0585,1007.0,BLACK,-79.9031,GMC,8.0,3349.0,Yukon XL,420.0,0.0,4.8,2280.0,A,Automatic,4WD,3302.0,2044.6999999999998,2020,63195.0
1.0,990.5999999999999,SUV / Crossover,Johnson City,21.0,22,37601,2000.0,4.0,Crystal White Tricoat,True,1046.48,Gasoline,1678.9399999999998,26.0,237.0,White (Sedona Sauvage),True,36.3749,1006.0,WHITE,-82.3721,Cadillac,5.0,,XT5,310.0,0.0,4.515151515151516,2585.5,A,9-Speed Automatic,4WD,2857.5,1902.46,2020,55290.0
7.0,1026.1599999999999,SUV / Crossover,San Jose,28.0,63,95136,1500.0,4.0,Aegean Blue Metallic,True,1049.02,Gasoline,1678.9399999999998,34.0,190.0,Black,True,37.2754,1006.5,BLUE,-121.867,Honda,5.0,3.0,CR-V,190.0,0.0,2.5,1089.5,CVT,Continuously Variable Transmission,FWD,2661.9199999999996,1854.1999999999998,2020,31170.0
2155471.0,916.9399999999999,SUV / Crossover,Redwood City,22.0,58,94063,2000.0,4.0,White,True,1087.12,Gasoline,1645.9199999999998,28.0,235.0,White (Blk Nuluxe),True,37.4951,1006.5,WHITE,-122.232,Lexus,5.0,29977.0,NX,235.0,0.0,4.608695652173913,2129.0,A,Automatic,AWD,2659.38,2131.06,2018,27998.0
1.0,980.4399999999999,SUV / Crossover,Rhinebeck,18.0,56,12572,3600.0,6.0,White Knuckle Clearcoat,True,1023.6199999999999,Gasoline,1846.58,25.0,293.0,Black,True,41.9572,1006.5,WHITE,-73.894,Dodge,7.0,10.0,Durango,293.0,0.0,4.388888888888889,2130.0,A,8-Speed Automatic,AWD,3042.9199999999996,2171.7,2020,33949.0
3.0,792.4799999999999,Hatchback,Casper,29.0,16,82609,1600.0,4.0,Race Red,True,1071.88,Gasoline,1473.1999999999998,39.0,120.0,Light Stone,False,42.855,1006.0,RED,-106.293,Ford,5.0,32227.0,Fiesta,120.0,1044.0,4.0,2556.0,A,Automatic,FWD,2489.2,1976.12,2013,8999.0
4.0,914.4,SUV / Crossover,Rice Lake,26.0,204,54868,1300.0,3.0,Ebony Twilight Metallic,True,1038.86,Gasoline,1628.1399999999999,29.0,150.0,Black (Ebony w/Ebony Accents w/Cloth w/Leatherette Seat T),True,45.4945,1009.0,UNKNOWN,-91.7656,Buick,5.0,7.0,Encore GX,150.0,0.0,4.181818181818182,837.0,A,9-Speed Automatic,4WD,2595.88,1813.56,2020,25000.0
4.0,871.2199999999999,Sedan,Bethesda,22.0,51,20817,2400.0,4.0,Graphite Luster Metallic,True,1076.9599999999998,Gasoline,1440.18,31.0,201.0,Taupe,False,39.0268,1006.5,UNKNOWN,-77.1456,Acura,5.0,83581.0,TSX,201.0,1224.0,4.6923076923076925,2235.0,A,5-Speed Automatic,FWD,2702.56,1838.96,2012,12477.0
1.0,934.7199999999999,SUV / Crossover,Indianapolis,15.0,11,46280,3600.0,6.0,White,False,1049.02,Gasoline,1775.46,22.0,281.0,Gray,False,39.9428,1006.0,WHITE,-86.1396,Chevrolet,8.0,16844.0,Traverse,281.0,627.0,4.611111111111111,1833.0,A,Automatic,AWD,3020.06,1993.8999999999999,2017,29998.0
1.0,,Hatchback,Hayward,36.0,26,94541,1500.0,4.0,White,False,1084.58,Hybrid,1394.4599999999998,39.0,130.0,Black,False,37.6761,1006.0,WHITE,-122.088,Honda,2.0,79591.0,CR-Z,130.0,438.0,3.952380952380953,1563.5,CVT,7-Speed CVT,FWD,2435.86,1739.8999999999999,2015,12460.0
4.0,909.3199999999998,SUV / Crossover,Conyers,25.0,33,30012,1400.0,4.0,Quicksilver Metallic,True,1036.32,Gasoline,1658.62,30.0,138.0,Black (Ebony),True,33.6576,1006.0,SILVER,-84.017,Buick,5.0,5.0,Encore,138.0,0.0,4.833333333333333,174.0,A,6-Speed Automatic,FWD,2555.24,1780.5399999999997,2021,25799.0
5.0,835.66,SUV / Crossover,Colorado Springs,17.0,12,80923,4000.0,6.0,Midnight Black Metallic,True,1059.18,Gasoline,1816.1,20.0,270.0,Black Graphite,False,38.9388,1006.0,BLACK,-104.732,Toyota,7.0,32429.0,4Runner,270.0,2954.0,3.75,2339.0,A,Automatic,4WD,2788.9199999999996,1925.3199999999997,2019,38589.0
1.0,866.14,Sedan,Newport Beach,17.0,218,92660,4000.0,8.0,Selenite Grey,True,1051.56,Gasoline,1498.6,26.0,603.0,Black,True,33.6529,1009.0,GRAY,-117.867,Mercedes-Benz,5.0,5.0,S-Class,603.0,0.0,4.482758620689655,1707.0,A,Automatic,AWD,3164.8399999999997,2131.06,2020,171995.0
5.0,1082.04,SUV / Crossover,Boone,16.0,1,50036,3500.0,6.0,Silver Radiance,True,1115.06,Gasoline,1938.0199999999998,21.0,450.0,Silver (Medium Slate),True,42.035,1005.5,SILVER,-93.8659,Lincoln,8.0,0.0,Navigator,450.0,0.0,4.545454545454546,1755.0,A,Automatic,4WD,3111.5,2382.52,2020,90690.0
5.0,982.98,SUV / Crossover,Miami,20.0,0,33172,3500.0,6.0,White,True,1028.7,Gasoline,1722.12,28.0,260.0,White (Graphite),True,25.7836,1005.5,WHITE,-80.3667,Nissan,5.0,7.0,Murano,260.0,0.0,,2320.0,CVT,Continuously Variable Transmission,FWD,2824.48,1915.16,2020,34800.0
3.0,1005.84,SUV / Crossover,Tyler,25.0,0,75701,2500.0,4.0,Snowflake White Pearl Mica,True,1041.3999999999999,Gasoline,1681.48,31.0,187.0,Black w/Leatherette Seat Trim,True,32.3036,1005.5,WHITE,-95.3255,Mazda,5.0,1.0,CX-5,187.0,0.0,4.555555555555555,2093.0,A,6-Speed Automatic,FWD,2697.48,2115.8199999999997,2020,28230.0
1.0,1023.6199999999999,SUV / Crossover,Tucson,19.0,7,85705,3200.0,6.0,Granite Crystal Metallic Clearcoat,True,1043.94,Gasoline,1681.48,27.0,271.0,Black,True,32.2901,1005.5,GRAY,-110.983,Jeep,5.0,5.0,Cherokee,270.0,0.0,4.166666666666667,1647.5,A,Automatic,4WD,2707.64,1859.28,2020,33568.0
